Comment,Designator,Footprint,LCSC Part #
4PIN,J1 J2,1X04_1MM_RA,C145956
10k,R1 R2,R0402,
22uF,C1,C0402,
100nF,C2,C0402,
DS3231/SO,IC1,DS3231,C9866
CR1220,BT1,CR1220,C964818
